payment_id,order_id,amount,payment_method
PAY107716,O107716,1809.12,crypto
PAY107717,O107717,242.0,card
PAY107718,O107718,1321.23,cash
PAY107719,O107719,2930.52,card
PAY107720,O107720,3837.9,paypal
PAY107721,O107721,2117.16,paypal
PAY107722,O107722,677.82,crypto
PAY107723,O107723,,crypto
PAY107724,O107724,881.86,paypal
PAY107725,O107725,2488.74,card
PAY107726,O107726,1168.86,paypal
PAY107727,O107727,1416.13,paypal
PAY107728,O107728,555.96,crypto
PAY107729,O107729,2547.12,cash
PAY107730,O107730,117.71,crypto
PAY107731,O107731,1240.0,crypto
PAY107732,O107732,2739.16,card
PAY107733,O107733,704.94,paypal
PAY107734,O107734,572.24,cash
PAY107735,O107735,1812.6,cash
PAY107736,O107736,1552.62,crypto
PAY107737,O107737,297.48,crypto
PAY107738,O107738,1259.79,paypal
PAY107739,O107739,1312.81,card
PAY107740,O107740,1333.35,paypal
PAY107741,O107741,3174.59,cash
PAY107742,O107742,824.61,card
PAY107743,O107743,1867.89,crypto
PAY107744,O107744,960.79,crypto
PAY107745,O107745,1016.8,cash
PAY107746,O107746,704.88,paypal
PAY107747,O107747,758.12,card
PAY107748,O107748,946.74,paypal
PAY107749,O107749,1720.43,paypal
PAY107750,O107750,986.79,paypal
PAY107751,O107751,674.7,crypto
PAY107752,O107752,2189.83,cash
PAY107753,O107753,213.23,card
PAY107754,O107754,232.36,card
PAY107755,O107755,,cash
PAY107756,O107756,2129.22,card
PAY107757,O107757,686.13,card
PAY107758,O107758,1293.87,paypal
PAY107759,O107759,1351.31,paypal
PAY107760,O107760,320.86,cash
PAY107761,O107761,1119.51,card
PAY107762,O107762,2550.6,cash
PAY107763,O107763,298.44,cash
PAY107764,O107764,1858.17,cash
PAY107765,O107765,2400.57,cash
PAY107766,O107766,1811.62,paypal
PAY107767,O107767,2084.15,crypto
PAY107768,O107768,3422.69,cash
PAY107769,O107769,2749.1,card
PAY107770,O107770,3242.53,crypto
PAY107771,O107771,,paypal
PAY107772,O107772,2340.94,crypto
PAY107773,O107773,861.52,crypto
PAY107774,O107774,671.26,paypal
PAY107775,O107775,914.67,cash
PAY107776,O107776,821.43,crypto
PAY107777,O107777,895.73,paypal
PAY107778,O107778,2660.52,paypal
PAY107779,O107779,546.28,crypto
PAY107780,O107780,760.77,paypal
PAY107781,O107781,937.06,crypto
PAY107782,O107782,2180.86,crypto
PAY107783,O107783,,paypal
PAY107784,O107784,,paypal
PAY107785,O107785,1685.02,paypal
PAY107786,O107786,2538.28,crypto
PAY107787,O107787,1267.47,card
PAY107788,O107788,488.29,paypal
PAY107789,O107789,2054.0,paypal
PAY107790,O107790,1206.71,cash
PAY107791,O107791,157.62,paypal
PAY107792,O107792,1218.75,crypto
PAY107793,O107793,2441.93,paypal
PAY107794,O107794,2005.31,cash
PAY107795,O107795,2735.17,card
PAY107796,O107796,170.0,card
PAY107797,O107797,1804.5,paypal
PAY107798,O107798,,card
PAY107799,O107799,498.06,crypto
PAY107800,O107800,890.16,card
PAY107801,O107801,149.8,crypto
PAY107802,O107802,2285.89,card
PAY107803,O107803,514.08,card
PAY107804,O107804,1408.28,crypto
PAY107805,O107805,2147.25,crypto
PAY107806,O107806,246.98,paypal
PAY107807,O107807,159.15,crypto
PAY107808,O107808,2940.83,paypal
PAY107809,O107809,236.39,cash
PAY107810,O107810,620.7,crypto
PAY107811,O107811,1942.97,paypal
PAY107812,O107812,1616.46,paypal
PAY107813,O107813,1408.59,card
PAY107814,O107814,1223.85,crypto
PAY107815,O107815,534.74,card
PAY107816,O107816,1485.96,paypal
PAY107817,O107817,2194.78,crypto
PAY107818,O107818,3781.76,paypal
PAY107819,O107819,2796.37,card
PAY107820,O107820,1352.4,paypal
PAY107821,O107821,3995.37,paypal
PAY107822,O107822,1251.19,card
PAY107823,O107823,1367.93,crypto
PAY107824,O107824,2203.0,card
PAY107825,O107825,3384.68,crypto
PAY107826,O107826,475.59,crypto
PAY107827,O107827,1444.77,cash
PAY107828,O107828,1940.16,paypal
PAY107829,O107829,1629.09,crypto
PAY107830,O107830,1868.07,crypto
PAY107831,O107831,1425.21,card
PAY107832,O107832,2159.25,crypto
PAY107833,O107833,1381.26,crypto
PAY107834,O107834,1274.78,card
PAY107835,O107835,999.33,crypto
PAY107836,O107836,1600.86,paypal
PAY107837,O107837,1669.39,paypal
PAY107838,O107838,1140.96,card
PAY107839,O107839,357.68,crypto
PAY107840,O107840,419.67,paypal
PAY107841,O107841,790.23,cash
PAY107842,O107842,2929.79,card
PAY107843,O107843,2018.57,card
PAY107844,O107844,452.24,paypal
PAY107845,O107845,188.47,card
PAY107846,O107846,815.48,crypto
PAY107847,O107847,2424.03,paypal
PAY107848,O107848,2559.75,cash
PAY107849,O107849,3583.2,crypto
PAY107850,O107850,2374.2,cash
PAY107851,O107851,1984.61,cash
PAY107852,O107852,595.52,card
PAY107853,O107853,702.28,cash
PAY107854,O107854,1900.09,crypto
PAY107855,O107855,317.63,paypal
PAY107856,O107856,730.95,paypal
PAY107857,O107857,2200.53,cash
PAY107858,O107858,698.56,cash
PAY107859,O107859,1032.24,paypal
PAY107860,O107860,357.68,cash
PAY107861,O107861,1427.34,crypto
PAY107862,O107862,788.26,cash
PAY107863,O107863,1122.45,cash
PAY107864,O107864,1413.49,crypto
PAY107865,O107865,1939.22,paypal
PAY107866,O107866,967.68,paypal
PAY107867,O107867,1483.42,cash
PAY107868,O107868,730.88,paypal
PAY107869,O107869,2231.33,crypto
PAY107870,O107870,1965.06,cash
PAY107871,O107871,671.36,cash
PAY107872,O107872,1553.13,cash
PAY107873,O107873,1393.52,card
PAY107874,O107874,,card
PAY107875,O107875,2468.75,crypto
PAY107876,O107876,2765.43,cash
PAY107877,O107877,1820.22,crypto
PAY107878,O107878,2510.62,card
PAY107879,O107879,1286.21,cash
PAY107880,O107880,593.91,card
PAY107881,O107881,,cash
PAY107882,O107882,3210.94,crypto
PAY107883,O107883,95.94,crypto
PAY107884,O107884,1359.03,crypto
PAY107885,O107885,952.98,card
PAY107886,O107886,2293.31,crypto
PAY107887,O107887,759.58,paypal
PAY107888,O107888,2583.82,paypal
PAY107889,O107889,1372.92,crypto
PAY107890,O107890,1848.6,crypto
PAY107891,O107891,93.08,card
PAY107892,O107892,567.31,cash
PAY107893,O107893,773.08,card
PAY107894,O107894,853.72,card
PAY107895,O107895,661.95,crypto
PAY107896,O107896,1119.74,paypal
PAY107897,O107897,3184.42,paypal
PAY107898,O107898,1352.6,paypal
PAY107899,O107899,1095.6,card
PAY107900,O107900,1524.62,paypal
PAY107901,O107901,1673.15,paypal
PAY107902,O107902,214.76,crypto
PAY107903,O107903,3453.33,paypal
PAY107904,O107904,1649.44,cash
PAY107905,O107905,214.5,crypto
PAY107906,O107906,1707.1,cash
PAY107907,O107907,3024.56,card
PAY107908,O107908,684.32,paypal
PAY107909,O107909,1930.75,card
PAY107910,O107910,1048.52,card
PAY107911,O107911,709.19,paypal
PAY107912,O107912,1968.94,crypto
PAY107913,O107913,756.48,card
PAY107914,O107914,745.78,paypal
PAY107915,O107915,1718.13,paypal
PAY107916,O107916,540.24,cash
PAY107917,O107917,1259.83,card
PAY107918,O107918,733.65,card
PAY107919,O107919,442.07,paypal
PAY107920,O107920,1731.54,cash
PAY107921,O107921,1811.96,crypto
PAY107922,O107922,673.0,cash
PAY107923,O107923,2853.25,card
PAY107924,O107924,1621.01,cash
PAY107925,O107925,336.79,card
PAY107926,O107926,907.86,crypto
PAY107927,O107927,1191.26,card
PAY107928,O107928,2071.83,crypto
PAY107929,O107929,3017.64,crypto
PAY107930,O107930,296.75,crypto
PAY107931,O107931,2185.34,cash
PAY107932,O107932,694.42,crypto
PAY107933,O107933,1522.67,paypal
PAY107934,O107934,1800.14,card
PAY107935,O107935,2103.01,card
PAY107936,O107936,1062.27,card
PAY107937,O107937,1917.57,card
PAY107938,O107938,165.82,crypto
PAY107939,O107939,732.01,cash
PAY107940,O107940,729.39,cash
PAY107941,O107941,1899.6,cash
PAY107942,O107942,1295.63,cash
PAY107943,O107943,895.95,card
PAY107944,O107944,,paypal
PAY107945,O107945,,paypal
PAY107946,O107946,1965.31,cash
PAY107947,O107947,1500.58,card
PAY107948,O107948,1112.35,crypto
PAY107949,O107949,,cash
PAY107950,O107950,2080.06,crypto
PAY107951,O107951,2285.18,crypto
PAY107952,O107952,398.15,crypto
PAY107953,O107953,1223.49,paypal
PAY107954,O107954,1285.95,cash
PAY107955,O107955,1264.44,card
PAY107956,O107956,853.83,card
PAY107957,O107957,2449.24,card
PAY107958,O107958,1934.12,cash
PAY107959,O107959,3501.82,paypal
PAY107960,O107960,1351.79,crypto
PAY107961,O107961,383.14,card
PAY107962,O107962,114.06,paypal
PAY107963,O107963,1335.6,crypto
PAY107964,O107964,2453.27,crypto
PAY107965,O107965,1072.18,paypal
PAY107966,O107966,962.28,cash
PAY107967,O107967,1297.46,cash
PAY107968,O107968,666.12,paypal
PAY107969,O107969,2966.22,crypto
PAY107970,O107970,1982.47,card
PAY107971,O107971,957.47,card
PAY107972,O107972,1100.73,cash
PAY107973,O107973,499.46,card
PAY107974,O107974,758.09,crypto
PAY107975,O107975,2093.58,paypal
PAY107976,O107976,989.64,crypto
PAY107977,O107977,586.56,card
PAY107978,O107978,1450.25,crypto
PAY107979,O107979,301.29,cash
PAY107980,O107980,1843.68,paypal
PAY107981,O107981,1723.64,paypal
PAY107982,O107982,658.62,card
PAY107983,O107983,1269.28,card
PAY107984,O107984,2543.84,crypto
PAY107985,O107985,,crypto
PAY107986,O107986,1213.79,paypal
PAY107987,O107987,776.71,cash
PAY107988,O107988,,cash
PAY107989,O107989,1496.83,card
PAY107990,O107990,2907.88,cash
PAY107991,O107991,1989.63,paypal
PAY107992,O107992,2041.04,cash
PAY107993,O107993,2861.4,paypal
PAY107994,O107994,806.72,card
PAY107995,O107995,492.21,crypto
PAY107996,O107996,1230.53,cash
PAY107997,O107997,1177.82,paypal
PAY107998,O107998,964.53,card
PAY107999,O107999,935.28,paypal
PAY108000,O108000,454.17,cash
PAY108001,O108001,2066.64,paypal
PAY108002,O108002,1209.35,card
PAY108003,O108003,3019.57,card
PAY108004,O108004,1341.95,crypto
PAY108005,O108005,1275.14,crypto
PAY108006,O108006,333.25,cash
PAY108007,O108007,937.1,card
PAY108008,O108008,2425.52,cash
PAY108009,O108009,1012.37,card
PAY108010,O108010,2994.85,cash
PAY108011,O108011,2369.84,card
PAY108012,O108012,402.61,cash
PAY108013,O108013,2622.03,paypal
PAY108014,O108014,686.42,crypto
PAY108015,O108015,342.12,paypal
PAY108016,O108016,1318.49,crypto
PAY108017,O108017,1317.08,cash
PAY108018,O108018,2600.75,card
PAY108019,O108019,1456.38,card
PAY108020,O108020,,cash
PAY108021,O108021,796.8,card
PAY108022,O108022,2162.25,cash
PAY108023,O108023,2343.25,paypal
PAY108024,O108024,1047.56,cash
PAY108025,O108025,627.62,card
PAY108026,O108026,1237.35,card
PAY108027,O108027,688.95,cash
PAY108028,O108028,1190.86,cash
PAY108029,O108029,2544.8,cash
PAY108030,O108030,3183.64,cash
PAY108031,O108031,2843.04,crypto
PAY108032,O108032,1742.53,crypto
PAY108033,O108033,670.87,paypal
PAY108034,O108034,1445.24,crypto
PAY108035,O108035,155.47,card
PAY108036,O108036,1005.21,crypto
PAY108037,O108037,3015.3,crypto
PAY108038,O108038,1213.02,card
PAY108039,O108039,138.88,crypto
PAY108040,O108040,1177.59,cash
PAY108041,O108041,1737.92,crypto
PAY108042,O108042,3764.84,crypto
PAY108043,O108043,46.02,crypto
PAY108044,O108044,1304.37,cash
PAY108045,O108045,,cash
PAY108046,O108046,1991.02,paypal
PAY108047,O108047,2298.06,paypal
PAY108048,O108048,1628.28,cash
PAY108049,O108049,1119.27,card
PAY108050,O108050,367.04,paypal
PAY108051,O108051,1706.21,crypto
PAY108052,O108052,737.19,crypto
PAY108053,O108053,,crypto
PAY108054,O108054,1818.12,card
PAY108055,O108055,917.52,paypal
PAY108056,O108056,1342.48,cash
PAY108057,O108057,2178.9,cash
PAY108058,O108058,622.56,card
PAY108059,O108059,2109.91,cash
PAY108060,O108060,822.62,card
PAY108061,O108061,1739.39,cash
PAY108062,O108062,1477.86,cash
PAY108063,O108063,935.2,card
PAY108064,O108064,655.13,cash
PAY108065,O108065,1714.42,paypal
PAY108066,O108066,757.94,cash
PAY108067,O108067,3783.15,crypto
PAY108068,O108068,246.32,card
PAY108069,O108069,,cash
PAY108070,O108070,1053.9,paypal
PAY108071,O108071,3239.43,cash
PAY108072,O108072,3581.38,cash
PAY108073,O108073,3141.78,crypto
PAY108074,O108074,3887.77,paypal
PAY108075,O108075,169.98,cash
PAY108076,O108076,1202.39,cash
PAY108077,O108077,1910.38,crypto
PAY108078,O108078,238.68,card
PAY108079,O108079,125.08,card
PAY108080,O108080,1555.26,card
PAY108081,O108081,1585.85,crypto
PAY108082,O108082,1475.16,card
PAY108083,O108083,445.38,paypal
PAY108084,O108084,1191.06,card
PAY108085,O108085,345.25,card
PAY108086,O108086,1129.92,cash
PAY108087,O108087,3231.49,paypal
PAY108088,O108088,544.91,crypto
PAY108089,O108089,3669.19,paypal
PAY108090,O108090,1924.53,card
PAY108091,O108091,830.88,cash
PAY108092,O108092,,crypto
PAY108093,O108093,2297.84,paypal
PAY108094,O108094,2022.95,paypal
PAY108095,O108095,2040.27,card
PAY108096,O108096,2116.22,card
PAY108097,O108097,1459.35,crypto
PAY108098,O108098,1729.7,card
PAY108099,O108099,3421.73,cash
PAY108100,O108100,781.43,crypto
PAY108101,O108101,831.96,card
PAY108102,O108102,398.55,crypto
PAY108103,O108103,572.37,paypal
PAY108104,O108104,1506.25,crypto
PAY108105,O108105,372.88,paypal
PAY108106,O108106,3167.51,crypto
PAY108107,O108107,1142.46,card
PAY108108,O108108,,paypal
PAY108109,O108109,2739.5,crypto
PAY108110,O108110,1259.08,cash
PAY108111,O108111,385.17,card
PAY108112,O108112,935.58,crypto
PAY108113,O108113,3824.25,crypto
PAY108114,O108114,17.83,paypal
PAY108115,O108115,74.7,paypal
PAY108116,O108116,2064.12,card
PAY108117,O108117,507.04,paypal
PAY108118,O108118,2666.15,crypto
PAY108119,O108119,1080.06,crypto
PAY108120,O108120,2247.25,paypal
PAY108121,O108121,2513.67,card
PAY108122,O108122,463.46,cash
PAY108123,O108123,2468.39,crypto
PAY108124,O108124,716.68,crypto
PAY108125,O108125,1809.81,paypal
PAY108126,O108126,1620.43,cash
PAY108127,O108127,759.54,crypto
PAY108128,O108128,896.78,cash
PAY108129,O108129,2617.94,cash
PAY108130,O108130,740.94,crypto
PAY108131,O108131,1500.94,cash
PAY108132,O108132,3253.2,cash
PAY108133,O108133,299.99,paypal
PAY108134,O108134,646.77,paypal
PAY108135,O108135,1129.45,cash
PAY108136,O108136,,card
PAY108137,O108137,2132.05,cash
PAY108138,O108138,1012.86,crypto
PAY108139,O108139,761.97,card
PAY108140,O108140,1422.24,paypal
PAY108141,O108141,1809.73,card
PAY108142,O108142,482.56,paypal
PAY108143,O108143,411.63,card
PAY108144,O108144,1106.04,cash
PAY108145,O108145,2870.59,paypal
PAY108146,O108146,1116.06,crypto
PAY108147,O108147,173.93,card
PAY108148,O108148,270.18,cash
PAY108149,O108149,1821.66,card
PAY108150,O108150,1391.97,card
PAY108151,O108151,1706.55,crypto
PAY108152,O108152,2348.15,card
PAY108153,O108153,354.02,crypto
PAY108154,O108154,1723.6,paypal
PAY108155,O108155,1581.61,crypto
PAY108156,O108156,2579.07,crypto
PAY108157,O108157,626.12,paypal
PAY108158,O108158,1599.77,crypto
PAY108159,O108159,1382.39,cash
PAY108160,O108160,1354.7,card
PAY108161,O108161,1910.45,crypto
PAY108162,O108162,1976.09,card
PAY108163,O108163,1118.05,crypto
PAY108164,O108164,415.94,paypal
PAY108165,O108165,950.94,paypal
PAY108166,O108166,169.92,card
PAY108167,O108167,2201.77,card
PAY108168,O108168,1369.0,card
PAY108169,O108169,1220.55,paypal
PAY108170,O108170,434.97,card
PAY108171,O108171,2333.97,crypto
PAY108172,O108172,1227.83,crypto
PAY108173,O108173,2108.93,card
PAY108174,O108174,1825.86,paypal
PAY108175,O108175,1317.78,crypto
PAY108176,O108176,,paypal
PAY108177,O108177,1032.82,paypal
PAY108178,O108178,379.9,paypal
PAY108179,O108179,3052.22,card
PAY108180,O108180,2328.24,paypal
PAY108181,O108181,3082.8,paypal
PAY108182,O108182,2067.67,card
PAY108183,O108183,349.07,cash
PAY108184,O108184,409.53,crypto
PAY108185,O108185,182.98,card
PAY108186,O108186,3122.13,crypto
PAY108187,O108187,955.6,card
PAY108188,O108188,1220.0,card
PAY108189,O108189,,card
PAY108190,O108190,2806.61,crypto
PAY108191,O108191,926.13,card
PAY108192,O108192,1390.69,card
PAY108193,O108193,897.5,card
PAY108194,O108194,1495.53,crypto
PAY108195,O108195,3084.6,cash
PAY108196,O108196,1245.96,card
PAY108197,O108197,51.65,card
PAY108198,O108198,1187.31,card
PAY108199,O108199,569.31,card
PAY108200,O108200,1626.99,card
PAY108201,O108201,1763.82,cash
PAY108202,O108202,985.11,paypal
PAY108203,O108203,249.87,paypal
PAY108204,O108204,769.6,card
PAY108205,O108205,1303.74,crypto
PAY108206,O108206,,cash
PAY108207,O108207,2988.6,cash
PAY108208,O108208,932.03,cash
PAY108209,O108209,3224.28,paypal
PAY108210,O108210,1922.75,crypto
PAY108211,O108211,3742.96,paypal
PAY108212,O108212,681.06,cash
PAY108213,O108213,3784.79,paypal
PAY108214,O108214,1737.54,paypal
PAY108215,O108215,68.64,card
PAY108216,O108216,1873.82,card
PAY108217,O108217,172.96,card
PAY108218,O108218,1876.37,cash
PAY108219,O108219,2954.21,card
PAY108220,O108220,1749.82,cash
PAY108221,O108221,521.3,card
PAY108222,O108222,2284.67,cash
PAY108223,O108223,1334.17,paypal
PAY108224,O108224,11.22,crypto
PAY108225,O108225,1156.31,cash
PAY108226,O108226,417.54,paypal
PAY108227,O108227,,card
PAY108228,O108228,1204.73,paypal
PAY108229,O108229,2587.27,paypal
PAY108230,O108230,2132.16,crypto
PAY108231,O108231,541.26,card
PAY108232,O108232,1222.12,cash
PAY108233,O108233,1939.12,cash
PAY108234,O108234,1762.92,cash
PAY108235,O108235,2556.31,card
PAY108236,O108236,1678.58,cash
PAY108237,O108237,1887.16,crypto
PAY108238,O108238,1211.37,paypal
PAY108239,O108239,1723.08,card
PAY108240,O108240,2267.41,cash
PAY108241,O108241,2972.27,paypal
PAY108242,O108242,1515.65,paypal
PAY108243,O108243,,crypto
PAY108244,O108244,2539.03,cash
PAY108245,O108245,2001.68,card
PAY108246,O108246,2100.91,paypal
PAY108247,O108247,366.33,crypto
PAY108248,O108248,2666.43,paypal
PAY108249,O108249,1444.15,crypto
PAY108250,O108250,151.24,crypto
PAY108251,O108251,1619.35,paypal
PAY108252,O108252,140.8,paypal
PAY108253,O108253,,cash
PAY108254,O108254,912.69,card
PAY108255,O108255,603.01,crypto
PAY108256,O108256,825.58,crypto
PAY108257,O108257,1401.99,paypal
PAY108258,O108258,969.93,paypal
PAY108259,O108259,489.26,paypal
PAY108260,O108260,2481.52,card
PAY108261,O108261,2075.29,paypal
PAY108262,O108262,3497.25,crypto
PAY108263,O108263,3543.09,crypto
PAY108264,O108264,1990.1,crypto
PAY108265,O108265,1471.2,card
PAY108266,O108266,3356.28,card
PAY108267,O108267,1633.11,card
PAY108268,O108268,1547.64,card
PAY108269,O108269,2001.36,cash
PAY108270,O108270,1172.48,cash
PAY108271,O108271,1882.44,cash
PAY108272,O108272,1055.37,paypal
PAY108273,O108273,3134.24,card
PAY108274,O108274,1986.16,card
PAY108275,O108275,1466.91,cash
PAY108276,O108276,981.27,cash
PAY108277,O108277,1519.6,card
PAY108278,O108278,2134.54,cash
PAY108279,O108279,1242.36,paypal
PAY108280,O108280,2544.92,paypal
PAY108281,O108281,2006.62,paypal
PAY108282,O108282,2412.46,crypto
PAY108283,O108283,1057.2,crypto
PAY108284,O108284,701.19,card
PAY108285,O108285,,crypto
PAY108286,O108286,1149.72,cash
PAY108287,O108287,3722.19,paypal
PAY108288,O108288,287.27,paypal
PAY108289,O108289,117.94,crypto
PAY108290,O108290,2877.22,paypal
PAY108291,O108291,1201.56,paypal
PAY108292,O108292,1065.42,paypal
PAY108293,O108293,903.9,cash
PAY108294,O108294,83.34,crypto
PAY108295,O108295,1217.33,paypal
PAY108296,O108296,696.92,paypal
PAY108297,O108297,1449.02,paypal
PAY108298,O108298,,card
PAY108299,O108299,1975.83,cash
PAY108300,O108300,,crypto
PAY108301,O108301,384.23,paypal
PAY108302,O108302,333.51,cash
PAY108303,O108303,2810.38,paypal
PAY108304,O108304,1134.42,crypto
PAY108305,O108305,1275.66,crypto
PAY108306,O108306,2217.26,card
PAY108307,O108307,2576.13,card
PAY108308,O108308,937.77,card
PAY108309,O108309,3217.86,card
PAY108310,O108310,1643.06,paypal
PAY108311,O108311,1070.6,cash
PAY108312,O108312,1641.7,paypal
PAY108313,O108313,1484.02,card
PAY108314,O108314,388.12,card
PAY108315,O108315,,paypal
PAY108316,O108316,1420.51,paypal
PAY108317,O108317,2292.24,cash
PAY108318,O108318,1108.89,cash
PAY108319,O108319,2570.46,crypto
PAY108320,O108320,1788.0,cash
PAY108321,O108321,492.58,cash
PAY108322,O108322,,card
PAY108323,O108323,2181.95,card
PAY108324,O108324,318.03,crypto
PAY108325,O108325,639.78,crypto
PAY108326,O108326,1817.15,cash
PAY108327,O108327,625.68,cash
PAY108328,O108328,645.18,crypto
PAY108329,O108329,1086.7,crypto
PAY108330,O108330,1356.92,card
PAY108331,O108331,3948.13,crypto
PAY108332,O108332,159.02,card
PAY108333,O108333,448.56,card
PAY108334,O108334,2501.95,crypto
PAY108335,O108335,2698.77,crypto
PAY108336,O108336,,cash
PAY108337,O108337,2097.47,cash
PAY108338,O108338,623.43,card
PAY108339,O108339,140.71,card
PAY108340,O108340,161.86,crypto
PAY108341,O108341,186.1,paypal
PAY108342,O108342,,paypal
PAY108343,O108343,4106.09,crypto
PAY108344,O108344,847.83,card
PAY108345,O108345,648.5,card
PAY108346,O108346,,paypal
PAY108347,O108347,953.25,cash
PAY108348,O108348,226.59,card
PAY108349,O108349,1479.38,crypto
PAY108350,O108350,1119.82,card
PAY108351,O108351,848.5,card
PAY108352,O108352,709.29,cash
PAY108353,O108353,1851.7,paypal
PAY108354,O108354,354.1,cash
PAY108355,O108355,3463.62,crypto
PAY108356,O108356,2846.3,crypto
PAY108357,O108357,130.88,cash
PAY108358,O108358,227.9,crypto
PAY108359,O108359,206.16,crypto
PAY108360,O108360,1173.18,card
PAY108361,O108361,856.92,crypto
PAY108362,O108362,3374.55,card
PAY108363,O108363,2452.08,crypto
PAY108364,O108364,2917.07,paypal
PAY108365,O108365,1189.9,cash
PAY108366,O108366,29.77,paypal
PAY108367,O108367,2012.32,cash
PAY108368,O108368,1182.2,card
PAY108369,O108369,966.8,paypal
PAY108370,O108370,2692.22,cash
PAY108371,O108371,1509.38,card
PAY108372,O108372,919.56,crypto
PAY108373,O108373,1024.8,crypto
PAY108374,O108374,1380.16,card
PAY108375,O108375,267.81,cash
PAY108376,O108376,420.42,card
PAY108377,O108377,2581.63,cash
PAY108378,O108378,1134.76,cash
PAY108379,O108379,1000.38,cash
PAY108380,O108380,1338.96,crypto
PAY108381,O108381,341.95,cash
PAY108382,O108382,,card
PAY108383,O108383,777.82,crypto
PAY108384,O108384,765.04,cash
PAY108385,O108385,672.18,crypto
PAY108386,O108386,1381.63,crypto
PAY108387,O108387,2530.49,cash
PAY108388,O108388,3119.8,cash
PAY108389,O108389,868.86,card
PAY108390,O108390,1573.13,crypto
PAY108391,O108391,971.26,paypal
PAY108392,O108392,1205.8,crypto
PAY108393,O108393,1378.72,cash
PAY108394,O108394,2031.54,paypal
PAY108395,O108395,99.2,paypal
PAY108396,O108396,1808.46,cash
PAY108397,O108397,1407.5,crypto
PAY108398,O108398,648.81,paypal
PAY108399,O108399,2716.47,paypal
PAY108400,O108400,2312.58,crypto
PAY108401,O108401,1832.56,cash
PAY108402,O108402,1578.63,crypto
PAY108403,O108403,516.47,crypto
PAY108404,O108404,419.6,card
PAY108405,O108405,957.61,paypal
PAY108406,O108406,349.65,cash
PAY108407,O108407,281.33,cash
PAY108408,O108408,85.11,paypal
PAY108409,O108409,1248.11,paypal
PAY108410,O108410,1478.41,paypal
PAY108411,O108411,1037.55,cash
PAY108412,O108412,2488.17,crypto
PAY108413,O108413,3108.56,crypto
PAY108414,O108414,831.21,cash
PAY108415,O108415,2466.32,crypto
PAY108416,O108416,2929.31,card
PAY108417,O108417,1056.49,card
PAY108418,O108418,3647.27,cash
PAY108419,O108419,1236.39,crypto
PAY108420,O108420,2344.68,card
PAY108421,O108421,287.58,crypto
PAY108422,O108422,1390.88,paypal
PAY108423,O108423,1676.52,crypto
PAY108424,O108424,,card
PAY108425,O108425,1930.46,card
PAY108426,O108426,3108.84,cash
PAY108427,O108427,452.41,cash
PAY108428,O108428,796.79,paypal
PAY108429,O108429,2134.24,card
PAY108430,O108430,427.26,cash
PAY108431,O108431,1897.1,cash
PAY108432,O108432,2112.88,cash
PAY108433,O108433,1608.77,paypal
PAY108434,O108434,3357.12,paypal
PAY108435,O108435,2792.02,card
PAY108436,O108436,2642.76,paypal
PAY108437,O108437,4625.17,card
PAY108438,O108438,946.64,card
PAY108439,O108439,539.46,card
PAY108440,O108440,744.33,cash
PAY108441,O108441,1374.18,crypto
PAY108442,O108442,292.91,cash
PAY108443,O108443,2909.03,cash
PAY108444,O108444,539.64,paypal
PAY108445,O108445,440.46,cash
PAY108446,O108446,733.66,card
PAY108447,O108447,915.6,crypto
PAY108448,O108448,1885.36,paypal
PAY108449,O108449,72.68,crypto
PAY108450,O108450,815.49,paypal
PAY108451,O108451,4059.76,cash
PAY108452,O108452,1613.04,cash
PAY108453,O108453,2354.68,cash
PAY108454,O108454,1006.32,cash
PAY108455,O108455,353.42,paypal
PAY108456,O108456,445.92,paypal
PAY108457,O108457,2884.82,card
PAY108458,O108458,1318.17,paypal
PAY108459,O108459,471.88,paypal
PAY108460,O108460,2420.93,cash
PAY108461,O108461,593.38,card
PAY108462,O108462,1269.56,crypto
PAY108463,O108463,823.67,paypal
PAY108464,O108464,158.1,crypto
PAY108465,O108465,2513.28,cash
PAY108466,O108466,930.31,cash
PAY108467,O108467,85.14,crypto
PAY108468,O108468,,crypto
PAY108469,O108469,39.86,card
PAY108470,O108470,795.44,paypal
PAY108471,O108471,2225.74,paypal
PAY108472,O108472,197.24,paypal
PAY108473,O108473,3248.12,paypal
PAY108474,O108474,1375.42,card
PAY108475,O108475,675.69,cash
PAY108476,O108476,1952.77,crypto
PAY108477,O108477,29.62,cash
PAY108478,O108478,2228.37,card
PAY108479,O108479,2008.83,paypal
PAY108480,O108480,253.97,cash
PAY108481,O108481,2778.23,paypal
PAY108482,O108482,,crypto
PAY108483,O108483,649.44,cash
PAY108484,O108484,982.51,paypal
PAY108485,O108485,1660.77,card
PAY108486,O108486,929.5,crypto
PAY108487,O108487,2519.74,paypal
PAY108488,O108488,2335.53,paypal
PAY108489,O108489,1687.4,card
PAY108490,O108490,2829.39,crypto
PAY108491,O108491,3280.18,card
PAY108492,O108492,3154.5,crypto
PAY108493,O108493,1801.18,paypal
PAY108494,O108494,1646.34,paypal
PAY108495,O108495,1161.1,crypto
PAY108496,O108496,1723.46,paypal
PAY108497,O108497,2072.6,cash
PAY108498,O108498,332.38,paypal
PAY108499,O108499,2384.11,crypto
PAY108500,O108500,1901.41,cash
PAY108501,O108501,,crypto
PAY108502,O108502,2138.55,cash
PAY108503,O108503,2169.14,cash
PAY108504,O108504,1935.11,card
